0 0.2 0.2 
0.0099999998 0.21504229 0.20059782 
0.02 0.23022267 0.20120734 
0.029999999 0.24554129 0.20182866 
0.039999999 0.26099822 0.2024619 
0.050000001 0.27659345 0.20310715 
0.059999999 0.29232681 0.2037645 
0.07 0.30819806 0.20443408 
0.079999998 0.3242068 0.20511597 
0.090000004 0.34035251 0.20581029 
0.1 0.35663456 0.20651715 
0.11 0.37305218 0.2072366 
0.12 0.38960442 0.20796879 
0.13 0.40629023 0.2087138 
0.14 0.4231084 0.20947173 
0.15000001 0.44005752 0.21024269 
0.16 0.45713603 0.21102674 
0.17 0.47434223 0.21182401 
0.18000001 0.49167421 0.21263459 
0.19 0.50912994 0.21345855 
0.2 0.52670705 0.214296 
0.20999999 0.54440314 0.21514702 
0.22 0.56221563 0.21601169 
0.23 0.58014154 0.2168901 
0.23999999 0.59817785 0.21778232 
0.25 0.61632138 0.21868844 
0.25999999 0.63456863 0.21960855 
0.27000001 0.65291584 0.22054268 
0.28 0.67135912 0.22149093 
0.28999999 0.68989444 0.22245337 
0.30000001 0.70851743 0.22343004 
0.31 0.72722352 0.22442102 
0.31999999 0.74600786 0.22542636 
0.33000001 0.76486558 0.22644611 
0.34 0.78379142 0.22748031 
0.34999999 0.80277991 0.22852901 
0.36000001 0.8218255 0.22959225 
0.37 0.84092224 0.23067006 
0.38 0.86006409 0.23176248 
0.38999999 0.8792448 0.23286952 
0.40000001 0.89845794 0.23399121 
0.41 0.91769683 0.23512755 
0.41999999 0.93695468 0.23627856 
0.43000001 0.95622444 0.23744424 
0.44 0.97549891 0.23862459 
0.44999999 0.99477088 0.23981959 
0.46000001 1.0140328 0.24102925 
0.47 1.0332772 0.24225353 
0.47999999 1.0524961 0.24349239 
0.49000001 1.0716819 0.24474584 
0.5 1.0908266 0.24601379 
0.50999999 1.1099223 0.24729624 
0.51999998 1.1289608 0.24859311 
0.52999997 1.1479342 0.24990436 
0.54000002 1.1668341 0.25122991 
0.55000001 1.1856525 0.25256971 
0.56 1.2043813 0.25392362 
0.56999999 1.2230123 0.25529164 
0.57999998 1.2415376 0.25667366 
0.58999997 1.2599488 0.25806955 
0.60000002 1.2782383 0.25947919 
0.61000001 1.296398 0.26090255 
0.62 1.3144203 0.26233944 
0.63 1.3322976 0.26378977 
0.63999999 1.3500223 0.26525342 
0.64999998 1.3675872 0.26673025 
0.66000003 1.3849852 0.2682201 
0.67000002 1.4022093 0.26972285 
0.68000001 1.4192526 0.27123836 
0.69 1.4361089 0.27276641 
0.69999999 1.4527718 0.27430692 
0.70999998 1.4692353 0.27585968 
0.72000003 1.4854937 0.27742454 
0.73000002 1.5015414 0.27900133 
0.74000001 1.5173733 0.28058982 
0.75 1.5329846 0.28218991 
0.75999999 1.5483706 0.28380135 
0.76999998 1.563527 0.28542396 
0.77999997 1.5784498 0.28705758 
0.79000002 1.5931356 0.28870198 
0.80000001 1.6075808 0.29035699 
0.81 1.6217825 0.29202238 
0.81999999 1.635738 0.29369798 
0.82999998 1.6494449 0.29538357 
0.83999997 1.6629013 0.29707894 
0.85000002 1.6761054 0.29878387 
0.86000001 1.6890558 0.30049819 
0.87 1.7017514 0.30222166 
0.88 1.7141914 0.30395406 
0.88999999 1.7263756 0.30569524 
0.89999998 1.7383034 0.30744493 
0.91000003 1.7499753 0.30920291 
0.92000002 1.7613914 0.31096902 
0.93000001 1.7725526 0.31274304 
0.94 1.7834595 0.31452474 
0.94999999 1.7941136 0.31631392 
0.95999998 1.8045163 0.31811038 
0.97000003 1.814669 0.31991389 
0.98000002 1.8245738 0.32172427 
0.99000001 1.8342324 0.32354134 
1 1.8436476 0.32536486 
1.01 1.8528215 0.32719463 
1.02 1.8617568 0.32903048 
1.03 1.8704562 0.33087221 
1.04 1.8789228 0.33271965 
1.05 1.8871597 0.33457255 
1.0599999 1.8951699 0.33643079 
1.0700001 1.9029567 0.33829415 
1.08 1.9105238 0.34016243 
1.09 1.9178745 0.3420355 
1.1 1.9250124 0.34391317 
1.11 1.9319413 0.34579527 
1.12 1.9386648 0.34768161 
1.13 1.9451867 0.34957203 
1.14 1.951511 0.35146639 
1.15 1.9576414 0.35336453 
1.16 1.9635819 0.35526627 
1.17 1.9693364 0.35717148 
1.1799999 1.9749088 0.35907999 
1.1900001 1.9803032 0.36099166 
1.2 1.9855233 0.36290634 
1.21 1.9905733 0.36482391 
1.22 1.9954569 0.36674425 
1.23 2.0001781 0.36866719 
1.24 2.0047407 0.37059259 
1.25 2.0091488 0.37252036 
1.26 2.013406 0.37445036 
1.27 2.0175161 0.37638247 
1.28 2.0214829 0.37831658 
1.29 2.0253103 0.38025257 
1.3 2.0290015 0.38219032 
1.3099999 2.0325603 0.38412973 
1.3200001 2.0359905 0.3860707 
1.33 2.0392952 0.38801309 
1.34 2.0424781 0.38995686 
1.35 2.0455425 0.39190188 
1.36 2.0484917 0.39384809 
1.37 2.0513289 0.39579532 
1.38 2.0540576 0.39774355 
1.39 2.0566804 0.39969268 
1.4 2.0592008 0.40164262 
1.41 2.0616217 0.40359327 
1.42 2.0639458 0.40554458 
1.4299999 2.0661762 0.40749645 
1.4400001 2.0683157 0.40944883 
1.45 2.0703671 0.41140166 
1.46 2.0723329 0.41335481 
1.47 2.0742157 0.41530827 
1.48 2.0760183 0.41726193 
1.49 2.0777428 0.41921577 
1.5 2.079392 0.42116973 
1.51 2.0809679 0.42312369 
1.52 2.082473 0.42507765 
1.53 2.0839095 0.42703152 
1.54 2.0852797 0.42898527 
1.55 2.0865853 0.43093887 
1.5599999 2.0878289 0.4328922 
1.5700001 2.0890121 0.43484527 
1.58 2.090137 0.43679801 
1.59 2.0912054 0.43875036 
1.6 2.0922191 0.44070232 
1.61 2.0931799 0.44265381 
1.62 2.0940897 0.44460478 
1.63 2.09495 0.44655523 
1.64 2.0957625 0.4485051 
1.65 2.0965288 0.45045435 
1.66 2.0972502 0.45240295 
1.67 2.0979283 0.45435089 
1.6799999 2.0985646 0.45629808 
1.6900001 2.0991607 0.4582445 
1.7 2.0997174 0.46019015 
1.71 2.1002364 0.46213499 
1.72 2.100719 0.46407899 
1.73 2.1011662 0.46602213 
1.74 2.1015794 0.46796435 
